source,row_type,scenario,phase,category,bucket_tokens,decode_batch,latency_ms,kernel_source,provenance,coverage_note,target_missing_ms,reconstructed_missing_ms,reconstruction_error_pct,reconstruction_gate,mechanism_verdict,phase437_target,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,10,549.599098,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,11,550.068332,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,12,549.631408,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,13,549.544073,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,14,550.167173,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,15,672.967406,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,16,552.983502,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,17,426.092916,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,18,550.022899,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,19,550.574862,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,20,550.128507,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,21,550.127333,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,22,551.007428,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,23,671.891303,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,24,552.215461,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,25,425.979565,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,26,550.207298,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,27,550.032660,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,28,550.260974,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,29,549.917306,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,30,550.016429,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,31,672.190115,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,32,552.563771,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,33,446.465951,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,ep_a2a,8000,34,567.392574,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,1,202.251588,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,2,302.547440,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,3,302.817556,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,4,303.556102,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,5,304.073619,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,6,304.417634,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,7,369.835942,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,8,302.741998,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,9,243.218846,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,10,306.144132,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,11,306.136737,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,12,306.249668,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,13,306.447459,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,14,306.589641,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,15,371.840608,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,16,304.601093,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,17,244.057387,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,18,306.992424,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,19,307.033488,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,20,307.214582,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,21,307.492610,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,22,307.369378,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,23,373.041428,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,24,304.875747,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,25,244.447339,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,26,307.700926,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,27,307.733258,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,28,307.803867,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,29,307.873480,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,30,307.902945,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,31,373.775856,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,32,305.346456,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,33,253.076233,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,moe_gemm_or_aux,8000,34,319.441326,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,1,216.480896,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,2,159.833090,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
