source,row_type,scenario,metric,value_a,value_b,ratio,verdict,model,hardware,vllm_db_version,topology,next_allowed_phase,runtime_modified,nearest_lookup_allowed,interpolation_allowed,extrapolation_allowed,fudge_factor_tuning_used,scope_gating_used,write_real_data_file,gpu_allowed,ssh_allowed,default_aic_allowed,default_readiness,diagnostic_only,valid_for_default,perf_database
phase397c_tp16_decode_accumulation_composition,trapezoid_vs_periter_reconciliation,16k2k_b32,canonical_trapezoid_decode_wall_over_expand_periter_sum,trapezoid=495461ms,expand_periter_sum=237963ms,2.082,trapezoid over-counts the SAME decode iters vs the true per-iteration sum; the ~135ms/iter figure was steady_wall/steady_iters (a counting artifact),kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,root_cause_skip_trapezoid_seed,10k3k_b128,skip_first_iter_latency_ms_is_mixed_not_puredecode,first_lat(mixed)=231.54ms,end_lat(puredecode)=30.23ms; eff_per_iter=79.20ms vs true_puredecode=27.12ms,8.538,"_estimate_decode_skip_latency seeds first_iter_latency_ms with the triggering MIXED/prefill iter latency (~isl-token prefill), not a pure-decode-at-start-KV latency -> ~3x decode wall inflation",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,root_cause_skip_trapezoid_seed,10k2k_b32,skip_first_iter_latency_ms_is_mixed_not_puredecode,first_lat(mixed)=99.00ms,end_lat(puredecode)=13.05ms; eff_per_iter=40.31ms vs true_puredecode=12.35ms,8.016,"_estimate_decode_skip_latency seeds first_iter_latency_ms with the triggering MIXED/prefill iter latency (~isl-token prefill), not a pure-decode-at-start-KV latency -> ~3x decode wall inflation",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,root_cause_skip_trapezoid_seed,16k2k_b32,skip_first_iter_latency_ms_is_mixed_not_puredecode,first_lat(mixed)=99.00ms,end_lat(puredecode)=22.76ms; eff_per_iter=43.45ms vs true_puredecode=18.75ms,5.280,"_estimate_decode_skip_latency seeds first_iter_latency_ms with the triggering MIXED/prefill iter latency (~isl-token prefill), not a pure-decode-at-start-KV latency -> ~3x decode wall inflation",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,compensating_error,,periter_decode_under_count_vs_trapezoid_over_count,per_iter_decode~27ms (gen_non_attn /tp_size + masked by max),real_implied_decode_iter~85ms; trapezoid inflates to ~79-131ms,,the trapezoid over-count (~3.2x) is partially compensated by the per-iteration decode under-count (~3x); the two opposing errors nearly cancel and leave the standing ~1.5x -- neither is fixable alone (trapezoid-only fix swings ~2.6x UNDER real),kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,attribution,10k3k_b128,over_count_vs_decode_wall_over_real_implied,over_count=1.5167,decode_wall/real_implied_wall=1.4370,0.9475,"the decode-skip-trapezoid wall alone already exceeds the real TOTAL wall -> the standing over-count lives in the decode accumulation, not prefill/mixed",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,attribution,10k2k_b32,over_count_vs_decode_wall_over_real_implied,over_count=1.4578,decode_wall/real_implied_wall=1.3455,0.9229,"the decode-skip-trapezoid wall alone already exceeds the real TOTAL wall -> the standing over-count lives in the decode accumulation, not prefill/mixed",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,attribution,16k2k_b32,over_count_vs_decode_wall_over_real_implied,over_count=1.3413,decode_wall/real_implied_wall=1.2182,0.9083,"the decode-skip-trapezoid wall alone already exceeds the real TOTAL wall -> the standing over-count lives in the decode accumulation, not prefill/mixed",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,ruled_out,,non_root_causes,,,,decode_mla_vs_kv_table_values(cleared_by_397b); decode_moe_as_standalone_term(masked_by_overlap0_max); decode_iter_count(osl_correct); mtp(no_repo_evidence); per_iteration_overhead(0_for_tp16); overlap_serial_sum(overlap_factor=0_is_max),kimi-k2.5,h200_sxm,0.12.0,tp16dp1,,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,verdict,,standing_overcount_root_cause,,,,"RUNTIME_accumulation_composition_defect: skip_trapezoid seeded with triggering_mixed_iteration_latency (simulator.py _estimate_decode_skip_latency first_iter_latency_ms=iter_lat) net of a compensating per_iteration_decode_under_count (gen_non_attn /tp_size + overlap_factor0 max); NOT the table, NOT MoE-standalone, NOT MTP",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,phase397d_decode_skip_trapezoid_seed_and_periter_composition_fix,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
phase397c_tp16_decode_accumulation_composition,next_phase,,route_delta_followon_target,,,,"phase397d GATED runtime fix: correct BOTH the skip-trapezoid seed (use pure-decode-at-start-KV latency) AND the per-iteration decode composition (gen_non_attn scaling + overlap treatment) TOGETHER, then re-validate offline; no table write, no GPU required for the fix",kimi-k2.5,h200_sxm,0.12.0,tp16dp1,phase397d_decode_skip_trapezoid_seed_and_periter_composition_fix,false,false,true,false,false,false,false,false,false,false,No-Go,true,false,false
