source,row_type,scenario,phase,category,bucket_tokens,decode_batch,latency_ms,kernel_source,provenance,coverage_note,target_missing_ms,reconstructed_missing_ms,reconstruction_error_pct,reconstruction_gate,mechanism_verdict,phase436_target,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,34,165.148096,phase435_serving_state,phase429_reprofile_w0_prefill_window_mean,8k serving prefill window mean across observed decode_batch 1..34,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,collective_other,8000,1,1.158904,phase435_serving_state,phase429_reprofile_w0_prefill_window_mean,8k serving prefill window mean across observed decode_batch 1..34,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,collective_other,8000,34,1.158904,phase435_serving_state,phase429_reprofile_w0_prefill_window_mean,8k serving prefill window mean across observed decode_batch 1..34,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,collective_other,8,8,0.388674,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,collective_other,36,36,0.759284,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,collective_other,52,52,0.829494,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,ep_a2a,8,8,4.370087,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,ep_a2a,36,36,7.087431,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,ep_a2a,52,52,7.330396,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,moe_gemm_or_aux,8,8,3.660687,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,moe_gemm_or_aux,36,36,10.114044,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,moe_gemm_or_aux,52,52,10.575007,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,other_cuda,8,8,1.572512,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,other_cuda,36,36,2.007990,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,other_cuda,52,52,2.308369,phase435_serving_state,phase429_reprofile_decode_window_mean,decode serving-state batch sweep point,,,,,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
phase435_serving_state,consistency_gate,K2.5-tp4ep8dp2-8k2k,decode,,,,,phase435_serving_state,,serving-state categories reconstruct prior residual within tolerance,16.494223,16.494223,0.000000,passed,mechanism_unresolved_store_serving_state_measurement,validate_acceptance_protocol_or_serving_state_scope_extension,false,false,true,true,false,false,No-Go
