scenario,phase,operation,source_index,source_type,source_id,data_file_sha256,query_key,row_key,domain,support_keys,formula_id,formula_inputs,original_source,anchor_id,scale,scope,approved,transforms
K2.5-tp8ep8-8k2k,context,context_add_norm_1,10,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":10780672,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,11,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":11812864,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,12,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":13017088,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,13,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":14393344,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,14,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":15998976,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,15,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":451125248,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,16,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":7340032,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,17,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":22364160,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,18,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":9289728,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,19,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":9232384,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,20,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":14966784,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,21,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":16228352,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,22,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":16113664,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,23,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":21733376,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,24,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":23166976,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,25,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":49201152,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,26,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":18694144,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,27,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":18636800,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,28,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":20873216,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,29,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":24944640,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,30,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":57974784,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,31,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":6422528,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,32,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":6594560,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,33,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":31596544,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,34,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":6307840,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,35,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":37617664,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,36,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":228171776,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,37,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":7397376,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,38,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":7684096,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,39,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":7913472,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,40,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":48513024,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,41,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":40542208,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,42,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":17661952,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,43,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":18235392,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,44,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":21102592,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,45,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":21962752,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,46,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":27639808,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,47,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":29474816,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,48,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":34635776,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,49,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":23511040,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,50,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":9060352,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,51,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":44212224,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,52,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":30679040,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,53,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":17375232,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,54,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":17776640,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,55,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":24829952,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,56,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":25403392,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,57,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":73687040,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,58,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":55279616,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,59,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":55394304,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,60,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":74317824,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,61,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":30048256,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,62,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":78274560,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,63,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":37675008,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,64,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":38191104,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,65,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":297615360,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,66,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":38076416,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,67,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":30392320,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,68,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":34349056,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,69,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":74833920,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_add_norm_1,70,structural,memory_empirical_bandwidth_v1,,{},{},{},[],memory_empirical_bandwidth_v1,"{""database_mode"":""SILICON"",""mem_bw"":4800000000000,""mem_bw_empirical_scaling_factor"":0.8,""mem_bytes"":32399360,""mem_empirical_constant_latency"":3e-06}",,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
